Numero	mot_make 	mot_address 	mot_all 	mot_3d 	mot_our 	mot_over 	mot_remove 	mot_internet 	mot_order 	mot_mail 	mot_receive 	mot_will 	mot_people 	mot_report 	mot_addresses 	mot_free 	mot_business 	mot_email 	mot_you 	mot_credit 	mot_your 	mot_font 	mot_000 	mot_money 	mot_hp 	mot_hpl 	mot_george 	mot_650 	mot_lab 	mot_labs 	mot_telnet 	mot_857 	mot_data 	mot_415 	mot_85 	mot_technology 	mot_1999 	mot_parts 	mot_pm 	mot_direct 	mot_cs 	mot_meeting 	mot_original 	mot_project 	mot_re 	mot_edu 	mot_table 	mot_conference 	char_freq_; 	char_freq_( 	char_freq_[ 	char_freq_! 	char_freq_$ 	capital_run_length_averag	capital_run_length_longes	capital_run_length_total 	Spam
3894.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	6.3	17.0	19.0	Non_Spam
3895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.08	0.0	0.0	0.0	6.1	21.0	190.0	Non_Spam
3896.0	0.24	0.0	0.24	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.24	0.24	0.0	0.0	0.0	0.0	0.24	0.98	0.73	0.0	0.49	0.0	0.24	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	13.0	150.0	Non_Spam
3897.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	2.2	2.2	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	1.6	8.0	19.0	Non_Spam
3898.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.13	0.09	0.02	0.0	8.0	66.0	750.0	Non_Spam
3899.0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.37	0.0	0.18	0.0	2.8	11.0	51.0	Non_Spam
3900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	4.0	5.0	Non_Spam
3901.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	8.0	35.0	Non_Spam
3902.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.4	0.4	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	1.2	1.2	0.4	0.0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.4	0.0	0.0	0.0	0.06	0.0	0.0	0.0	1.8	8.0	81.0	Non_Spam
3903.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	6.0	Non_Spam
3904.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	3.3	21.0	79.0	Non_Spam
3905.0	0.17	0.0	0.26	0.0	0.08	0.08	0.0	0.08	0.08	0.08	0.17	0.17	0.08	0.0	0.0	0.08	0.26	0.0	1.8	0.0	1.1	0.0	0.0	0.0	1.9	0.52	0.0	0.17	0.0	0.0	0.26	0.0	0.17	0.0	0.26	0.08	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.06	0.0	0.04	0.0	1.7	20.0	650.0	Non_Spam
3906.0	0.0	0.18	0.72	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.18	0.9	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.18	0.54	0.0	0.0	0.0	0.18	0.06	0.15	0.03	1.6	18.0	260.0	Non_Spam
3907.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	29.0	53.0	Non_Spam
3908.0	0.0	0.0	0.11	0.0	0.22	0.11	0.0	0.0	0.0	0.0	0.0	0.99	0.11	0.11	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.11	0.0	3.2	0.11	0.0	0.0	0.33	0.0	0.0	0.0	0.11	0.0	0.0	0.88	0.44	0.0	0.11	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.04	0.15	0.01	0.0	0.0	2.4	27.0	560.0	Non_Spam
3909.0	0.0	0.0	0.33	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.67	0.0	0.0	0.0	1.4	1.0	0.67	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.0	0.33	0.33	0.0	0.0	0.33	0.0	1.4	0.0	0.0	0.0	0.0	0.17	0.06	0.0	0.0	2.1	12.0	120.0	Non_Spam
3910.0	0.0	0.0	0.59	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.8	8.0	42.0	Non_Spam
3911.0	0.0	0.0	0.3	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.91	0.0	0.3	0.0	0.0	0.0	2.4	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	1.5	0.0	0.0	0.0	0.0	0.61	1.2	0.0	0.0	0.0	0.0	0.3	0.04	0.04	0.0	0.09	2.2	19.0	230.0	Non_Spam
3912.0	0.4	0.0	0.81	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.4	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	1.2	3.0	59.0	Non_Spam
3913.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	Non_Spam
3914.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	Non_Spam
3915.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.03	0.0	0.0	4.0	33.0	740.0	Non_Spam
3916.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	7.0	Non_Spam
3917.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.4	0.4	0.0	0.81	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	2.4	11.0	110.0	Non_Spam
3918.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	1.8	6.0	25.0	Non_Spam
3919.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	3.7	28.0	110.0	Non_Spam
3920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	2.2	2.2	2.2	2.2	2.2	2.2	2.2	0.0	2.2	2.2	2.2	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	2.5	11.0	49.0	Non_Spam
3921.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	4.0	10.0	Non_Spam
3922.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	1.1	1.1	2.2	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.1	0.0	1.1	0.0	0.0	0.0	1.1	0.0	2.2	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	2.7	12.0	110.0	Non_Spam
3923.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	1.8	5.0	22.0	Non_Spam
3924.0	0.08	0.0	0.16	0.0	0.0	0.08	0.0	0.08	0.73	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.16	0.0	0.0	0.0	0.49	0.57	0.08	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.17	0.06	0.0	0.02	3.2	44.0	670.0	Non_Spam
3925.0	0.12	0.0	0.12	0.0	0.12	0.0	0.0	0.0	1.1	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.24	0.0	0.0	0.0	0.62	0.74	0.12	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.17	0.03	0.0	0.03	3.2	32.0	490.0	Non_Spam
3926.0	0.06	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.06	0.27	0.0	0.2	0.0	0.0	0.0	0.75	0.81	0.06	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.18	0.05	0.0	0.02	2.7	36.0	830.0	Non_Spam
3927.0	0.08	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.08	0.34	0.0	0.25	0.0	0.0	0.0	0.77	0.86	0.08	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.43	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.16	0.04	0.0	0.02	2.6	36.0	600.0	Non_Spam
3928.0	0.07	0.03	0.18	0.0	0.1	0.03	0.0	0.0	0.4	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.03	0.14	0.0	0.1	0.0	0.0	0.0	0.47	0.5	0.03	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.15	0.04	0.0	0.01	3.2	66.0	1400.0	Non_Spam
3929.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.23	0.12	0.0	0.0	0.0	2.0	9.0	83.0	Non_Spam
3930.0	0.23	0.0	0.47	0.0	0.0	0.0	0.23	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.23	0.0	0.0	0.0	1.6	0.7	0.7	1.2	0.23	0.23	0.23	0.23	0.0	0.23	0.23	0.7	0.47	0.0	0.23	0.23	0.0	0.0	0.47	0.0	0.7	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	2.4	12.0	330.0	Non_Spam
3931.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	1.5	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.72	0.0	0.72	0.0	0.0	0.0	0.72	0.0	0.72	0.0	0.0	0.0	0.0	0.47	0.12	0.0	0.0	2.4	12.0	120.0	Non_Spam
3932.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.54	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.54	0.54	0.54	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.31	0.0	0.0	0.0	1.4	10.0	77.0	Non_Spam
3933.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	1.3	3.0	10.0	Non_Spam
3934.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.74	0.0	0.74	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	2.3	31.0	77.0	Non_Spam
3935.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	1.6	0.8	2.4	0.8	0.8	0.8	0.8	0.8	0.0	0.8	0.8	0.8	0.8	0.0	0.0	0.8	0.0	0.0	0.8	0.0	0.8	0.0	0.0	0.0	0.12	0.37	0.0	0.0	0.0	1.9	13.0	76.0	Non_Spam
3936.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	1.0	1.0	12.0	Non_Spam
3937.0	0.04	0.08	0.15	0.0	0.04	0.04	0.0	0.04	0.04	0.08	0.0	0.41	0.06	0.0	0.0	0.0	0.06	0.15	0.6	0.0	0.34	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	1.7	0.0	0.0	0.19	0.82	0.02	0.04	0.0	0.02	0.02	0.08	0.02	0.0	0.26	0.04	0.54	0.0	0.21	0.0	0.03	0.04	2.3	54.0	3000.0	Non_Spam
3938.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	1.5	4.0	24.0	Non_Spam
3939.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.29	0.0	0.0	4.5	28.0	290.0	Non_Spam
3940.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	1.2	1.2	1.9	0.62	0.62	0.62	0.62	0.0	0.62	0.62	1.2	0.0	0.0	0.62	0.62	0.0	0.0	0.62	0.0	0.62	0.0	0.0	0.0	0.19	0.76	0.0	0.0	0.0	2.6	16.0	170.0	Non_Spam
3941.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	6.9	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	1.0	1.0	7.0	Non_Spam
3942.0	0.0	0.0	0.87	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.14	1.5	0.14	0.0	0.0	0.14	0.58	0.43	0.14	0.0	0.43	0.0	0.0	0.0	1.9	0.58	0.0	0.29	0.14	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.29	0.0	0.0	0.14	0.0	0.43	0.14	0.0	0.14	0.0	0.0	0.29	0.02	0.02	0.02	0.0	0.0	2.2	35.0	460.0	Non_Spam
3943.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.37	0.74	0.0	0.0	0.37	0.0	0.37	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	4.7	64.0	200.0	Non_Spam
3944.0	0.0	2.3	0.0	0.0	3.5	1.2	0.0	1.2	0.0	4.7	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	1.0	1.0	14.0	Non_Spam
3945.0	0.0	0.17	0.0	0.0	0.17	0.0	0.0	0.35	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	2.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.35	0.17	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	2.1	14.0	240.0	Non_Spam
3946.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.93	0.62	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.93	0.0	0.0	0.0	0.93	0.0	0.31	0.0	0.0	0.62	0.0	1.9	0.0	0.12	0.12	0.0	0.21	2.9	20.0	360.0	Non_Spam
3947.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	5.0	13.0	Non_Spam
3948.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	1.4	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	1.6	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.21	0.67	0.09	0.0	0.0	4.1	20.0	540.0	Non_Spam
3949.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	2.3	8.0	39.0	Non_Spam
3950.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	15.0	54.0	Non_Spam
