Numero	mot_make 	mot_address 	mot_all 	mot_3d 	mot_our 	mot_over 	mot_remove 	mot_internet 	mot_order 	mot_mail 	mot_receive 	mot_will 	mot_people 	mot_report 	mot_addresses 	mot_free 	mot_business 	mot_email 	mot_you 	mot_credit 	mot_your 	mot_font 	mot_000 	mot_money 	mot_hp 	mot_hpl 	mot_george 	mot_650 	mot_lab 	mot_labs 	mot_telnet 	mot_857 	mot_data 	mot_415 	mot_85 	mot_technology 	mot_1999 	mot_parts 	mot_pm 	mot_direct 	mot_cs 	mot_meeting 	mot_original 	mot_project 	mot_re 	mot_edu 	mot_table 	mot_conference 	"char_freq_; "	char_freq_( 	char_freq_[ 	char_freq_! 	char_freq_$ 	char_freq_# 	capital_run_length_averag	capital_run_length_longes	capital_run_length_total 	Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	5	7	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	Non_Spam
3.1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	Non_Spam
3.1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	4	5	Non_Spam
3.1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	4	13	Non_Spam
3.1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	2.1	5	15	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	Non_Spam
3.2E3	0	0.23	0	0	0.23	0	0	0	0	0.47	0	0.23	0	1.7	0	0	0	0	1.2	0	0	0	0	0	0.47	0	0.23	0	0	0	0.23	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	10	2.4E2	1.1E3	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	Non_Spam
3.2E3	0	0.12	0.12	0	0	0	0	0.12	0	0	0	0.12	0	0	0.12	0	0	0	0.12	0	0	0	0	0	0.9	0.38	0.38	0	0	0	0	0	0	0	4.1	0	0	0	0	0	0	0.9	0	0	0	0.12	0.12	0	0	0.15	0	0	0	0.07	5.3	53	1.2E3	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3	0	0	0	0	0	0	1.5	3	12	Non_Spam
3.2E3	0	0.14	0.14	0	0	0	0.14	0.14	0	0	0	0.14	0	0	0.14	0	0	0	0.28	0	0	0	0	0	1.1	0.42	0.28	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0.84	0	0	0	0.14	0.14	0	0	0.16	0	0	0	0.07	5.3	80	1E3	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4	16	22	Non_Spam
3.2E3	0	0	0.56	0	0.08	0.16	0	0	0	0.16	0	0	0	0.24	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	1.5	0.16	0.5	0	0.01	0.02	0	2.7	55	1.1E3	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	2	2	2	2	2	2	0	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0.27	2.5	11	43	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	Non_Spam
3.2E3	0.38	0	0.64	0	0.12	0.25	0	0	0	0	0	0.25	0	0	0	0	0.25	0.12	1	0	0.38	0	0	0	0.9	0.38	0.25	0.25	0.64	0.25	0	0	0	0	0.12	0.51	0	0	0	0	0	0.12	0	0.25	0	0	0	0.25	0	0.08	0	0.02	0	0	1.5	11	2.7E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0	0.97	0.97	0.97	1.9	0	0.97	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	2	11	67	Non_Spam
3.2E3	0.44	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	2.2	0	0	0	0	0.44	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	1.5	7	74	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0	0	0	0.86	0.86	0.86	1.7	0.86	0.86	0	0	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	1.7	11	47	Non_Spam
3.2E3	0	0	0.64	0	0.32	0.32	0	0	0	0	0	0	1.3	0	0	0	0.32	0	0.97	0	0.32	0	0	0	0.32	0.32	0.32	0.64	0	0.32	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	2	11	82	Non_Spam
3.2E3	0.13	0	0.13	0	0	0	0	0	0.13	0.13	0	0.66	0	0.66	0	0	0.13	0	1.1	0	0.66	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0.13	0	0.93	0	0.01	0.04	0	0	0	0.18	5.6	57	1.2E3	Non_Spam
3.2E3	0	0	0	0	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3	0	0	0	0	0	0	0	0	0	3.3	14	20	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	1	1	7	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	14	20	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0.3	0	0	0.3	0	1.8	0	0	0.3	0	0.6	0	0.91	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	1.5	0	0	0.06	0	0	0	0.23	2	28	3.6E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1.9	5	13	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	0	0	0	0	2.4	5	17	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	0	0	0	0	0	0	0	0	1.3	2	5	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	0	0	0	0	3	5	15	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	1	1	7	Non_Spam
3.2E3	0.21	0	0.42	0	2.5	0	0	0	0	0	0	1	0	0	0	0	0.21	0	0	0	0	0	0	0	0.21	0	0.63	0.21	0	0	0	0	0.21	0	0	0	0	0	0.21	0	0	1.3	0	0	0	0	0	0.21	0.03	0.12	0	0	0	0	2.5	45	2.6E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	Non_Spam
3.2E3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	2	4	Non_Spam
3.2E3	0	0.35	0.35	0	0.17	0	0	0	0.17	0.35	0	1.2	0	0.88	0	0	0.17	0	1.4	0	0.7	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0.17	0	0.88	0	0	0.04	0	0.02	0	0.09	2.1	28	4.5E2	Non_Spam
3.2E3	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	5.9	0	1.5	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	82	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3	0	0	0	0	0	0	0	0	0	4.3	20	26	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.35	0	0	0	0	1	1	21	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0.29	0	0	0.29	0	0	1.1	2	14	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7	15	20	Non_Spam
3.2E3	0.01	0.01	0.07	0	0.05	0	0	0.01	0.03	0.13	0.05	0	0	0.05	0	0	0.01	0.07	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.13	0	0	0	0.01	0.46	0	0	0.03	0	0.8	0.01	0.07	0.05	0.3	0.13	0	0.09	0	2.6	82	5.4E3	Non_Spam
3.2E3	3.9	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	36	Non_Spam
3.2E3	0	0	1.1	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	1.1	1.1	0	1.1	0	0	0	2.3	1.1	0	1.1	0	1.1	1.1	0	0	0	1.1	1.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.14	0	0	1.8	10	58	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	3.4	0	0	0	0	0	0	0	0	0	0	6.9	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	2.8	8	31	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	3.2	0	0	0	0	0	1.6	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	6.3	0	0	0	0	0	0	0	0	0	0	0	0	1.4	4	18	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	2.6	9	37	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	Non_Spam
3.2E3	0	0	0.17	0	0	0	0	0	0	0.17	0	0.17	0	0	0	0	0	0	0.17	0	0	0	0	0	1.6	1.4	0	0	0	0.17	0	0	0.17	0	0	0	1.9	0	0	0	2.8	0	0	0	0	2.8	0	0	0.27	0.8	0.12	0	0	0	4.8	20	6E2	Non_Spam
3.2E3	0.19	0	0.39	0	1.2	0.13	0	0.06	0.32	0	0	0.45	0.26	0	0	0	0.13	0	1.2	0	0.39	0	0.06	0	1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0.03	0	0	0.03	0	1.6	42	3E2	Non_Spam
3.2E3	0	0	0	0	0	0	1.8	0	0	0	0	1.8	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0	0	1.3	4	17	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0.58	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0.11	0	0.11	0	0	1.5	6	49	Non_Spam
3.2E3	0.13	0	0.2	0	0.54	0.13	0	0.13	0.4	0	0	0.06	0.06	0	0	0	1	0	0	0	0	0	0	0	1.1	0	0	0.06	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0.06	0	0	0	0.01	0.07	0	0	0.17	0	2.8	45	6.2E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.37	0	0.37	0	0	1.7	4	12	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	6	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	Non_Spam
3.2E3	0.26	0	0.53	0	0	0.26	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0.04	0	0	0	0	2.7	77	1.7E2	Non_Spam
3.2E3	0.26	0	0.53	0	0	0.26	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0.04	0	0	0	0	2.7	77	1.7E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0.55	0	0	0	0.55	0	0	0	0.55	0	0	0	0	0	0	0	0.55	0	0	0	0	0.55	0	0	0	0	0	0	0	0.25	0	0	0	0	1.6	8	1.7E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	2.6	1.3	2.6	1.3	1.3	1.3	1.3	1.3	0	1.3	1.3	1.3	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0.63	0	0	0	0	2.1	11	45	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0.29	0	0	0	0	0	1.8	0.29	0	0.58	0	0	0	0	0	0	0.29	0.29	0.58	0	0	0	0	0	0	0	0.29	0	0	0	0	0.09	0	0.05	0	0	2.3	15	1.8E2	Non_Spam
3.2E3	0	0	0.6	0	0.6	0	0	0	0	0	0	0	0	0	0	0.6	0	0	2.4	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0.11	0	0	0	0	1.1	3	29	Non_Spam
3.2E3	0	0.32	0.32	0	0.16	0.16	0	0	0.16	0.32	0	0	0	0	0.32	0	0.32	0.32	0.8	0.32	2.1	0	0	0.16	0	0	0.16	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	1.3	0	0.02	0.38	0	3.9	1.6E2	7.7E2	Non_Spam
3.2E3	0.04	0.08	0.24	0	0.04	0.16	0	0.04	0.16	0.52	0.08	1	0	0	0	0.24	0.04	0	0.68	0	0.88	0	0.04	0	1.8	0.6	0	0.16	0	0	0.16	0	0	0	0.36	0	0.24	0.04	0	0	0	0.04	0	0	0.04	0	0	0	0.03	0.14	0	0.07	0.07	0.01	2	23	1.4E3	Non_Spam
3.2E3	0	0	0	0	0.7	0	0	0.88	0	0.17	0	0.52	0.17	0	0	0	0	0	2.5	0	1.9	0	0	0	0.52	0.35	0.35	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0	0	0.17	0	0	0	0	0.17	0	0	0	0	0.09	0	0.06	0	0	1.5	15	1.6E2	Non_Spam
3.2E3	0.09	0.09	0.09	0	0.29	0	0	0	0.87	0	0	0.29	0.09	0	0.19	0	0	0	0.39	0	0.19	0	0	0	0.58	0.68	0.09	0	0	0	0	0	0.29	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0.11	0.15	0.07	0	0.04	0	3.3	41	6.9E2	Non_Spam
3.2E3	0.02	0.08	0.1	0	0.27	0.07	0	0	0.14	0	0	0.05	0	0.02	0.01	0.02	0	0.01	0.05	0	0.04	0	0	0	0.48	0.49	0.04	0	0	0	0	0	0.36	0	0	0.01	0.45	0	0	0.01	0	0	0.04	0	0.01	0	0	0.02	0.22	0.15	0.06	0	0	0	2.6	38	3.1E3	Non_Spam
3.2E3	0.05	0	0.17	0	0.28	0	0	0	0.51	0	0	0.17	0	0.05	0	0	0	0.05	0.22	0	0.17	0	0	0	0.96	1	0.05	0	0	0	0	0	0.28	0	0	0.11	0.73	0	0	0	0	0	0	0	0	0	0	0	0.17	0.18	0.09	0	0.02	0	2.8	38	1.2E3	Non_Spam
3.2E3	0.05	0	0.11	0	0.16	0.05	0	0	0.5	0	0	0.16	0	0	0	0	0	0.05	0.22	0	0.16	0	0	0	0.62	0.67	0.05	0	0	0	0	0	0.56	0	0	0	0.73	0	0	0	0	0	0	0.05	0	0	0	0	0.07	0.21	0.04	0	0.02	0	2.8	47	1.1E3	Non_Spam
3.2E3	0	0	0	0	0	0.05	0	0.34	0	0	0.11	0.81	0.05	0.11	0	0	0.75	0	0	0	0	0	0.05	0	1.2	0	0	0	0	0	0	0	0.05	0	0	0.23	0.05	0	0	0	0	0	0	0	0	0	0	0	0.28	0.11	0	0	0.05	0	1.9	32	9.1E2	Non_Spam
3.2E3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	2.8	0	0	0	0	0	0.7	0	0	0	0	0.35	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	2.2	12	1.6E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	5	40	Non_Spam
3.2E3	0.27	0.27	0	0	0.83	0	0	0	0	0	0	0.27	0.27	0	0	0	0	0	1.1	0	0.27	0	0	0	1.9	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0.08	0	1.2	6	1E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	1.7	0	0	0	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	1.7	0	0	0	0	0.31	0	0	0.63	0	3.1	12	37	Non_Spam
3.2E3	0	0	0.87	0	0	2.6	0	0	0	0	0	0.87	0	0	0	0	0	0.87	0.87	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0.87	0	0	0	0.32	0.32	0	0	0	0	1.3	5	33	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.16	0	0	0	4.3	33	1.4E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0.42	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	9	1.1E2	Non_Spam
3.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	1.3	4	12	Non_Spam
